scenario,model,episode_id,reward
delayed_ignition,SA,19,-61.1000
delayed_ignition,SA,20,-51.6000
delayed_ignition,SA,21,-109.3000
delayed_ignition,SA,22,-196.6000
delayed_ignition,SA,23,-177.2000
delayed_ignition,SA,24,-2.4000
delayed_ignition,SA,25,-70.9000
delayed_ignition,SA,26,-1.5000
delayed_ignition,SA,27,-172.3000
delayed_ignition,SA,28,-62.8000
delayed_ignition,SA,29,-164.8000
delayed_ignition,SA,30,-219.0000
dense_population,CA,1,-204.8000
dense_population,CA,2,-214.1000
dense_population,CA,3,-157.4000
dense_population,CA,4,-206.4000
dense_population,CA,5,-217.0000
dense_population,CA,6,-198.2000
dense_population,CA,7,-194.5000
dense_population,CA,8,-217.0000
dense_population,CA,9,-193.0000
dense_population,CA,10,-206.5000
dense_population,CA,11,-203.1000
dense_population,CA,12,-220.9000
dense_population,CA,13,-217.6000
dense_population,CA,14,0.8000
dense_population,CA,15,-156.8000
dense_population,CA,16,-213.2000
dense_population,CA,17,-201.1000
dense_population,CA,18,-213.2000
dense_population,CA,19,-77.7000
dense_population,CA,20,-223.0000
dense_population,CA,21,-205.2000
dense_population,CA,22,-169.6000
dense_population,CA,23,-202.8000
dense_population,CA,24,-202.3000
dense_population,CA,25,-226.8000
dense_population,CA,26,-199.8000
dense_population,CA,27,-207.4000
dense_population,CA,28,-206.8000
dense_population,CA,29,-196.1000
dense_population,CA,30,-51.4000
dense_population,SA,1,-74.3000
dense_population,SA,2,-0.1000
dense_population,SA,3,-102.4000
dense_population,SA,4,1.6000
dense_population,SA,5,1.8000
dense_population,SA,6,-195.9000
dense_population,SA,7,-108.1000
dense_population,SA,8,-36.6000
dense_population,SA,9,2.0000
dense_population,SA,10,-181.3000
dense_population,SA,11,-93.1000
dense_population,SA,12,-201.1000
dense_population,SA,13,-156.0000
dense_population,SA,14,-61.8000
dense_population,SA,15,-206.4000
dense_population,SA,16,-89.0000
dense_population,SA,17,-87.0000
dense_population,SA,18,1.6000
dense_population,SA,19,-43.3000
dense_population,SA,20,-178.2000
dense_population,SA,21,-33.6000
dense_population,SA,22,2.0000
dense_population,SA,23,-121.8000
dense_population,SA,24,1.3000
dense_population,SA,25,-49.5000
dense_population,SA,26,-80.3000
dense_population,SA,27,0.8000
dense_population,SA,28,-8.1000
dense_population,SA,29,-115.9000
dense_population,SA,30,-214.1000
