#{"t_start": 1777575685.8766642, "env_id": "None"}
r,l,t,fire_cells,burning_population,newly_burned,fire_delta,new_ignitions
-214.0,100,83.67639,0,0,0,0.0,0
0.8,100,83.769873,0,0,0,0.0,0
-187.1,100,83.852239,0,0,0,0.0,0
-217.6,100,83.937116,0,0,0,0.0,0
-175.8,100,84.028881,0,0,0,0.0,0
-208.1,100,84.114852,0,0,0,0.0,0
-209.6,100,84.210626,0,0,0,0.0,0
-199.8,100,84.306422,0,0,0,0.0,0
-208.3,100,84.395849,0,0,0,0.0,0
-205.1,100,84.490338,0,0,0,0.0,0
-13.1,100,84.581152,0,0,0,0.0,0
-218.3,100,84.661139,0,0,0,0.0,0
-218.9,100,84.767941,0,0,0,0.0,0
-207.7,100,84.849916,0,0,0,0.0,0
-113.5,100,84.938325,0,0,0,0.0,0
-206.7,100,85.019541,0,0,0,0.0,0
-213.7,100,85.10734,0,0,0,0.0,0
-209.7,100,85.198077,0,0,0,0.0,0
-196.3,100,85.284323,0,0,0,0.0,0
-169.8,100,85.361757,0,0,0,0.0,0
-215.8,100,86.529047,0,0,0,0.0,0
-211.5,100,86.612768,0,0,0,0.0,0
-200.5,100,86.696051,0,0,0,0.0,0
-227.4,100,86.773685,0,0,0,0.0,0
-169.4,100,86.859121,0,0,0,0.0,0
-187.3,100,86.936072,0,0,0,0.0,0
-211.3,100,87.022562,0,0,0,0.0,0
-162.3,100,88.452607,0,0,0,0.0,0
-215.0,100,88.53161,0,0,0,0.0,0
-194.2,100,88.608965,0,0,0,0.0,0
-213.6,100,88.692165,0,0,0,0.0,0
-212.5,100,88.767812,0,0,0,0.0,0
-201.4,100,88.852395,0,0,0,0.0,0
-205.3,100,88.935967,0,0,0,0.0,0
