#{"t_start": 1777574821.3629181, "env_id": "None"}
r,l,t,fire_cells,burning_population,newly_burned,fire_delta,new_ignitions
0.3,100,95.070871,0,0,0,0.0,0
0.2,100,95.180091,0,0,0,0.0,0
-17.4,100,95.292474,0,0,0,0.0,0
-184.3,100,95.376439,0,0,0,0.0,0
-25.7,100,95.483798,0,0,0,0.0,0
-57.4,100,95.594572,0,0,0,0.0,0
-148.9,100,95.680545,0,0,0,0.0,0
-194.9,100,95.780568,0,0,0,0.0,0
-46.2,100,95.878072,0,0,0,0.0,0
-128.7,100,95.990676,0,0,0,0.0,0
-110.7,100,96.113341,0,0,0,0.0,0
-0.4,100,97.375982,0,0,0,0.0,0
-3.3,100,97.48621,0,0,0,0.0,0
-2.5,100,97.59891,0,0,0,0.0,0
1.2,100,97.707372,0,0,0,0.0,0
-45.4,100,97.809042,0,0,0,0.0,0
-137.0,100,97.907612,0,0,0,0.0,0
-36.7,100,98.02001,0,0,0,0.0,0
-1.9,100,98.117376,0,0,0,0.0,0
1.4,100,98.221873,0,0,0,0.0,0
-197.1,100,98.312325,0,0,0,0.0,0
-17.4,100,98.416005,0,0,0,0.0,0
-108.1,100,98.522705,0,0,0,0.0,0
-0.3,100,98.630351,0,0,0,0.0,0
-30.2,100,98.767717,0,0,0,0.0,0
-133.9,100,98.914084,0,0,0,0.0,0
-92.0,100,99.056822,0,0,0,0.0,0
-10.5,100,99.193105,0,0,0,0.0,0
1.6,100,99.3171,0,0,0,0.0,0
-161.6,100,99.416266,0,0,0,0.0,0
-2.9,100,99.521076,0,0,0,0.0,0
-23.1,100,100.868201,0,0,0,0.0,0
-67.0,100,100.966946,0,0,0,0.0,0
1.2,100,101.094318,0,0,0,0.0,0
-20.3,100,101.239817,0,0,0,0.0,0
-198.4,100,101.342921,0,0,0,0.0,0
-216.8,100,101.442575,0,0,0,0.0,0
-137.1,100,101.527359,0,0,0,0.0,0
-81.5,100,103.168233,0,0,0,0.0,0
0.3,100,103.266013,0,0,0,0.0,0
-115.8,100,103.36623,0,0,0,0.0,0
-164.1,100,103.457617,0,0,0,0.0,0
-31.2,100,103.549902,0,0,0,0.0,0
-73.1,100,103.653532,0,0,0,0.0,0
-62.1,100,103.75777,0,0,0,0.0,0
-208.2,100,103.843571,0,0,0,0.0,0
-50.5,100,103.944671,0,0,0,0.0,0
-181.9,100,104.033228,0,0,0,0.0,0
-200.4,100,104.124383,0,0,0,0.0,0
1.6,100,104.228214,0,0,0,0.0,0
-83.9,100,104.311453,0,0,0,0.0,0
-0.7,100,104.40635,0,0,0,0.0,0
-210.1,100,105.530056,0,0,0,0.0,0
-197.1,100,105.61604,0,0,0,0.0,0
-56.5,100,105.700917,0,0,0,0.0,0
-30.4,100,105.804424,0,0,0,0.0,0
-100.4,100,105.899725,0,0,0,0.0,0
-127.6,100,105.999908,0,0,0,0.0,0
-199.1,100,106.096645,0,0,0,0.0,0
-192.6,100,106.188299,0,0,0,0.0,0
-26.8,100,106.32223,0,0,0,0.0,0
-20.3,100,106.421444,0,0,0,0.0,0
-113.7,100,106.520851,0,0,0,0.0,0
0.9,100,106.624828,0,0,0,0.0,0
-164.5,100,106.722094,0,0,0,0.0,0
-205.4,100,106.809322,0,0,0,0.0,0
-90.3,100,106.915828,0,0,0,0.0,0
-214.7,100,107.010056,0,0,0,0.0,0
-116.4,100,107.101476,0,0,0,0.0,0
-58.0,100,107.201021,0,0,0,0.0,0
-208.8,100,107.294708,0,0,0,0.0,0
-158.7,100,107.387897,0,0,0,0.0,0
-15.0,100,108.509453,0,0,0,0.0,0
-238.3,100,108.610029,0,0,0,0.0,0
-3.3,100,108.704165,0,0,0,0.0,0
-228.6,100,108.798584,0,0,0,0.0,0
-11.9,100,108.901998,0,0,0,0.0,0
-182.4,100,108.992835,0,0,0,0.0,0
1.6,100,109.100819,0,0,0,0.0,0
-85.9,100,109.204036,0,0,0,0.0,0
-149.1,100,109.287558,0,0,0,0.0,0
-2.2,100,109.388767,0,0,0,0.0,0
1.8,100,109.476798,0,0,0,0.0,0
0.2,100,109.577914,0,0,0,0.0,0
-38.8,100,109.671982,0,0,0,0.0,0
-202.5,100,109.74978,0,0,0,0.0,0
-63.6,100,109.849819,0,0,0,0.0,0
-107.4,100,109.946458,0,0,0,0.0,0
-194.0,100,110.033067,0,0,0,0.0,0
-113.3,100,110.133059,0,0,0,0.0,0
-86.1,100,110.223393,0,0,0,0.0,0
-190.5,100,110.322228,0,0,0,0.0,0
-84.8,100,110.421989,0,0,0,0.0,0
-17.5,100,111.710086,0,0,0,0.0,0
-112.3,100,111.818614,0,0,0,0.0,0
-4.1,100,111.924334,0,0,0,0.0,0
-87.8,100,112.028541,0,0,0,0.0,0
-203.1,100,112.119262,0,0,0,0.0,0
-129.7,100,112.223578,0,0,0,0.0,0
1.0,100,112.328791,0,0,0,0.0,0
-169.9,100,112.423784,0,0,0,0.0,0
1.2,100,112.523287,0,0,0,0.0,0
-155.0,100,112.61604,0,0,0,0.0,0
-170.3,100,112.709233,0,0,0,0.0,0
-94.4,100,112.805254,0,0,0,0.0,0
-86.4,100,112.901122,0,0,0,0.0,0
1.2,100,113.004335,0,0,0,0.0,0
-8.0,100,113.099783,0,0,0,0.0,0
-16.8,100,113.200057,0,0,0,0.0,0
-64.2,100,113.292672,0,0,0,0.0,0
0.5,100,113.392861,0,0,0,0.0,0
-36.3,100,113.492605,0,0,0,0.0,0
-169.3,100,113.586872,0,0,0,0.0,0
1.2,100,114.762937,0,0,0,0.0,0
-61.6,100,114.863844,0,0,0,0.0,0
-184.2,100,114.960217,0,0,0,0.0,0
-217.7,100,115.051286,0,0,0,0.0,0
-7.6,100,115.158868,0,0,0,0.0,0
1.0,100,115.266162,0,0,0,0.0,0
-137.2,100,115.363226,0,0,0,0.0,0
-49.5,100,115.478412,0,0,0,0.0,0
-11.8,100,115.584824,0,0,0,0.0,0
0.1,100,115.685677,0,0,0,0.0,0
-11.2,100,115.791887,0,0,0,0.0,0
-208.6,100,115.879765,0,0,0,0.0,0
-53.6,100,115.984121,0,0,0,0.0,0
-8.2,100,116.084916,0,0,0,0.0,0
1.8,100,116.186931,0,0,0,0.0,0
0.0,100,116.295515,0,0,0,0.0,0
-197.3,100,116.381991,0,0,0,0.0,0
-210.8,100,116.485424,0,0,0,0.0,0
-116.7,100,116.610448,0,0,0,0.0,0
0.6,100,116.711452,0,0,0,0.0,0
1.2,100,116.809251,0,0,0,0.0,0
-70.2,100,117.982106,0,0,0,0.0,0
-198.0,100,118.072519,0,0,0,0.0,0
-1.2,100,118.172617,0,0,0,0.0,0
-145.0,100,118.269001,5,0,0,6.0,1
-187.4,100,120.250698,0,0,0,0.0,0
-166.3,100,120.360517,0,0,0,0.0,0
-171.5,100,120.469913,0,0,0,0.0,0
-65.7,100,120.606064,0,0,0,0.0,0
-0.4,100,120.763175,0,0,0,0.0,0
-112.7,100,120.8971,0,0,0,0.0,0
-50.1,100,121.025939,0,0,0,0.0,0
2.0,100,121.144338,0,0,0,0.0,0
-201.7,100,121.25201,0,0,0,0.0,0
-190.2,100,121.358018,0,0,0,0.0,0
-63.8,100,121.49044,0,0,0,0.0,0
1.2,100,121.634911,0,0,0,0.0,0
-5.6,100,121.805513,0,0,0,0.0,0
-180.0,100,121.920081,0,0,0,0.0,0
-60.8,100,122.039603,0,0,0,0.0,0
-66.0,100,122.161462,0,0,0,0.0,0
-0.4,100,123.686856,0,0,0,0.0,0
-194.5,100,123.798983,0,0,0,0.0,0
0.3,100,123.919945,0,0,0,0.0,0
-40.8,100,124.039478,0,0,0,0.0,0
-222.7,100,124.143907,0,0,0,0.0,0
-1.0,100,124.265957,0,0,0,0.0,0
-10.5,100,124.379592,0,0,0,0.0,0
-184.1,100,124.484756,0,0,0,0.0,0
-210.6,100,124.598631,0,0,0,0.0,0
-65.0,100,124.718437,0,0,0,0.0,0
-0.8,100,124.837859,0,0,0,0.0,0
-33.6,100,124.951412,0,0,0,0.0,0
-154.6,100,125.061998,0,0,0,0.0,0
-182.7,100,125.166391,0,0,0,0.0,0
0.6,100,125.278614,0,0,0,0.0,0
-44.2,100,125.447361,0,0,0,0.0,0
1.8,100,125.600469,0,0,0,0.0,0
-172.4,100,125.713512,0,0,0,0.0,0
-211.2,100,125.857966,11,0,0,8.0,0
-53.5,100,125.981118,0,0,0,0.0,0
-227.6,100,126.094367,0,0,0,0.0,0
-16.0,100,127.534748,0,0,0,0.0,0
-77.2,100,127.648438,0,0,0,0.0,0
-99.1,100,127.76106,0,0,0,0.0,0
-50.7,100,127.884888,0,0,0,0.0,0
-214.8,100,127.994246,0,0,0,0.0,0
1.2,100,128.110255,0,0,0,0.0,0
-84.0,100,128.266007,0,0,0,0.0,0
-30.6,100,128.411323,0,0,0,0.0,0
-180.8,100,128.541296,0,0,0,0.0,0
-45.4,100,128.674991,0,0,0,0.0,0
0.7,100,128.825516,0,0,0,0.0,0
2.0,100,128.988877,0,0,0,0.0,0
-2.7,100,129.139195,0,0,0,0.0,0
-169.1,100,129.294367,0,0,0,0.0,0
